Name|Category|Level|Price|Damage|Range|Critical|Capacity|Usage|Bulk|Special|Proficiency|Hands
Coil Rifle, Precision|Projectile|1|390|1d6 P|60 ft.|—|4 rounds|1|2|sniper (250 ft.)|Sniper Weapons|2
Shobhad Horizon Striker, Tactical|Projectile|1|440|2d4 P|100 ft.|—|2 rounds|1|2|analog, sniper (500 ft.), unwieldy|Sniper Weapons|2
Shirren-Eye Rifle, Tactical|Projectile|2|755|1d10 P|70 ft.|—|1 round|1|1|analog, sniper (250 ft.), unwieldy|Sniper Weapons|2
Assassin Rifle, Stalker|Projectile|3|1,510|1d10 P|60 ft.|—|1 round|1|1|breakdown, sniper (250 ft.), unwieldy|Sniper Weapons|2
Multistage Rifle, Dual|Projectile|4|2,380|1d10 P|50 ft.|—|2 mini-rockets|2|2|indirect, sniper (500 ft.), unwieldy|Sniper Weapons|2
Coil Rifle, Specialist|Projectile|5|3,120|2d6 P|70 ft.|bleed 1d6|6 rounds|1|2|sniper (250 ft.)|Sniper Weapons|2
Assassin Rifle, Shadow|Projectile|6|4,550|2d6 P|60 ft.|—|1 round|1|1|breakdown, sniper (500 ft.), unwieldy|Sniper Weapons|2
Shobhad Horizon Striker, Advanced|Projectile|6|4,750|3d4 P|120 ft.|—|2 rounds|1|2|analog, sniper (1, 000 ft.), unwieldy|Sniper Weapons|2
Multistage Rifle, Dual-Plus|Projectile|7|7,500|2d8 P|50 ft.|—|2 mini-rockets|2|2|indirect, sniper (500 ft.), unwieldy|Sniper Weapons|2
Shirren-Eye Rifle, Advanced|Projectile|8|9,350|2d10 P|70 ft.|—|4 rounds|1|2|analog, sniper (500 ft.), unwieldy|Sniper Weapons|2
Assassin Rifle, Phantom|Projectile|9|14,900|3d6 P|60 ft.|—|1 round|1|1|breakdown, sniper (600 ft.), unwieldy|Sniper Weapons|2
Coil Rifle, Rangefinder|Projectile|10|18,600|3d6 P|70 ft.|bleed 2d6|8 rounds|1|2|sniper (500 ft.)|Sniper Weapons|2
Multistage Rifle, Triple|Projectile|11|27,900|3d8 P|60 ft.|—|3 mini-rockets|3|2|indirect, sniper (750 ft.), unwieldy|Sniper Weapons|2
Shobhad Horizon Striker, Elite|Projectile|11|27,300|6d4 P|140 ft.|—|2 rounds|1|2|analog, sniper (1, 250 ft.), unwieldy|Sniper Weapons|2
Assassin Rifle, Spectre|Projectile|12|29,500|5d6 P|70 ft.|—|1 round|1|1|breakdown, sniper (750 ft.), unwieldy|Sniper Weapons|2
Shirren-Eye Rifle, Elite|Projectile|13|54,000|4d10 P|80 ft.|—|6 rounds|1|2|analog, sniper (750 ft.), unwieldy|Sniper Weapons|2
Coil Rifle, Saboteur|Projectile|14|76,700|7d6 P|80 ft.|bleed 3d6|12 rounds|1|2|sniper (750 ft.)|Sniper Weapons|2
Multistage Rifle, Triple-Plus|Projectile|15|124,000|7d8 P|70 ft.|—|3 mini-rockets|3|2|indirect, sniper (750 ft.), unwieldy|Sniper Weapons|2
Shirren-Eye Rifle, Paragon|Projectile|16|147,200|6d10 P|80 ft.|—|6 rounds|1|1|analog, sniper (1000 ft.), unwieldy|Sniper Weapons|2
Shobhad Horizon Striker, Paragon|Projectile|16|185,000|8d8 P|160 ft.|—|2 rounds|1|2|analog, sniper (1, 500 ft.), unwieldy|Sniper Weapons|2
Assassin Rifle, Wraith|Projectile|17|278,000|11d6 P|70 ft.|—|1 round|1|1|breakdown, sniper (1, 000 ft.), unwieldy|Sniper Weapons|2
Multistage Rifle, Quad|Projectile|18|627,000|9d8 P|80 ft.|—|4 mini-rockets|4|2|indirect, sniper (1, 000 ft.), unwieldy|Sniper Weapons|2
Coil Rifle, Assassin|Projectile|19|590,000|12d6 P|90 ft.|bleed 4d6|16 rounds|1|2|sniper (750 ft.)|Sniper Weapons|2
Shirren-Eye Rifle, Warpshot|Projectile|20|740,800|10d10 P|80 ft.|—|4 rounds|1|1|analog, sniper (1000 ft.), unwieldy|Sniper Weapons|2
